Incidente;Fecha;Departamento;Zona;Clase de sitio;Arma empleada;Edad;Sexo;Estado civil;Clase de empleado
4528;17/03/2014;CHOCÓ;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;19;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
11938;29/07/2014;NARIÑO;RURAL;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;54;FEMENINO;UNION LIBRE;AMA DE CASA
15880;29/09/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;49;FEMENINO;CASADO;INDEPENDIENTE
9750;20/06/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;40;MASCULINO;UNION LIBRE;INDEPENDIENTE
17222;22/10/2014;CHOCÓ;URBANA;VIAS PUBLICAS;CONTUNDENTES;19;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
13602;26/08/2014;ANTIOQUIA;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;41;MASCULINO;SOLTERO;COMERCIANTE
15289;19/09/2014;SUCRE;URBANA;CABAÑA;CONTUNDENTES;59;FEMENINO;CASADO;EMPLEADO PARTICULAR
14094;02/09/2014;CUNDINAMARCA;URBANA;CONJUNTO RESIDENCIAL;SIN EMPLEO DE ARMAS;34;MASCULINO;CASADO;EMPLEADO PARTICULAR
15817;28/09/2014;CUNDINAMARCA;URBANA;APARTAMENTO EN CONJUNTO CERRADO;SIN EMPLEO DE ARMAS;44;MASCULINO;CASADO;EMPLEADO PARTICULAR
14442;07/09/2014;CESAR;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;22;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
18547;17/11/2014;ARAUCA;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;50;FEMENINO;UNION LIBRE;EMPLEADO PARTICULAR
12305;05/08/2014;CESAR;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;24;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
17417;26/10/2014;BOLÍVAR;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;23;FEMENINO;UNION LIBRE;AMA DE CASA
11808;27/07/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;67;FEMENINO;SOLTERO;DESEMPLEADO
15390;21/09/2014;CASANARE;URBANA;CASAS DE HABITACION;CONTUNDENTES;28;FEMENINO;CASADO;INDEPENDIENTE
3247;22/02/2014;NORTE DE SANTANDER;URBANA;DENTRO DE LA VIVIENDA;ARMA DE FUEGO;48;MASCULINO;UNION LIBRE;COMERCIANTE
20411;25/12/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;46;MASCULINO;SOLTERO;INDEPENDIENTE
6932;30/04/2014;CASANARE;RURAL;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;26;FEMENINO;UNION LIBRE;AMA DE CASA
2308;07/02/2014;NORTE DE SANTANDER;URBANA;DENTRO DE LA VIVIENDA;ARMA DE FUEGO;30;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
13459;23/08/2014;CUNDINAMARCA;URBANA;APARTAMENTO;ARMA BLANCA / CORTOPUNZANTE;32;MASCULINO;CASADO;EMPLEADO PARTICULAR
8545;28/05/2014;ANTIOQUIA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;52;MASCULINO;SOLTERO;INDEPENDIENTE
2102;04/02/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;46;MASCULINO;UNION LIBRE;COMERCIANTE
10243;29/06/2014;RISARALDA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;53;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
6240;17/04/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;49;MASCULINO;CASADO;INDEPENDIENTE
18844;23/11/2014;CESAR;URBANA;VIAS PUBLICAS;SIN EMPLEO DE ARMAS;48;MASCULINO;CASADO;EMPLEADO PARTICULAR
8966;04/06/2014;CUNDINAMARCA;URBANA;APARTAMENTO;SIN EMPLEO DE ARMAS;54;FEMENINO;CASADO;INDEPENDIENTE
19256;02/12/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;54;MASCULINO;SEPARADO;EMPLEADO PARTICULAR
4916;23/03/2014;QUINDÍO;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;39;FEMENINO;SOLTERO;INDEPENDIENTE
7640;12/05/2014;HUILA;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;38;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
15845;28/09/2014;TOLIMA;RURAL;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;34;MASCULINO;SOLTERO;INDEPENDIENTE
10037;25/06/2014;RISARALDA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;20;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
8196;21/05/2014;TOLIMA;URBANA;CASAS DE HABITACION;CONTUNDENTES;24;FEMENINO;SOLTERO;COMERCIANTE
497;09/01/2014;ATLÁNTICO;URBANA;VIAS PUBLICAS;SIN EMPLEO DE ARMAS;60;FEMENINO;CASADO;EMPLEADO PARTICULAR
16814;14/10/2014;QUINDÍO;RURAL;FINCAS Y SIMILARES;SIN EMPLEO DE ARMAS;29;FEMENINO;SOLTERO;ESTUDIANTE
7340;07/05/2014;CUNDINAMARCA;URBANA;APARTAMENTO EN CONJUNTO CERRADO;CONTUNDENTES;40;MASCULINO;SOLTERO;INDEPENDIENTE
18652;19/11/2014;CUNDINAMARCA;URBANA;APARTAMENTO EN CONJUNTO CERRADO;CONTUNDENTES;32;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
4825;21/03/2014;RISARALDA;URBANA;CASA EN CONJUNTO CERRADO;SIN EMPLEO DE ARMAS;50;MASCULINO;CASADO;EMPLEADO PARTICULAR
16016;01/10/2014;HUILA;RURAL;FINCAS Y SIMILARES;CONTUNDENTES;69;MASCULINO;SOLTERO;AGRICULTOR
14114;02/09/2014;HUILA;RURAL;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;43;MASCULINO;CASADO;AGRICULTOR
4814;21/03/2014;HUILA;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;48;FEMENINO;CASADO;EMPLEADO PARTICULAR
11552;22/07/2014;CÓRDOBA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;33;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
8689;30/05/2014;CHOCÓ;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;48;MASCULINO;UNION LIBRE;EMPLEADO EJERCITO
125;02/01/2014;QUINDÍO;RURAL;FINCAS Y SIMILARES;SIN EMPLEO DE ARMAS;40;FEMENINO;CASADO;AMA DE CASA
20029;17/12/2014;QUINDÍO;URBANA;APARTAMENTO;SIN EMPLEO DE ARMAS;52;FEMENINO;UNION LIBRE;AMA DE CASA
19668;10/12/2014;RISARALDA;URBANA;CASAS DE HABITACION;CONTUNDENTES;49;FEMENINO;VIUDO;INDEPENDIENTE
11818;27/07/2014;HUILA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;32;MASCULINO;SOLTERO;INDEPENDIENTE
8017;18/05/2014;VALLE;URBANA;APARTAMENTO;SIN EMPLEO DE ARMAS;23;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
16229;04/10/2014;VALLE;RURAL;CASAS DE HABITACION;CONTUNDENTES;42;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
1081;17/01/2014;VALLE;RURAL;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;43;MASCULINO;SOLTERO;COMERCIANTE
15107;17/09/2014;CHOCÓ;URBANA;VIAS PUBLICAS;CONTUNDENTES;29;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
8994;05/06/2014;ATLÁNTICO;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;47;MASCULINO;CASADO;INDEPENDIENTE
2668;12/02/2014;SANTANDER;RURAL;CASAS DE HABITACION;CONTUNDENTES;65;FEMENINO;CASADO;AMA DE CASA
3571;27/02/2014;VALLE;URBANA;CASAS DE HABITACION;CONTUNDENTES;29;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
2244;06/02/2014;NORTE DE SANTANDER;URBANA;DENTRO DE LA VIVIENDA;-;32;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
12502;08/08/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;26;MASCULINO;SOLTERO;INDEPENDIENTE
8757;31/05/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;46;MASCULINO;UNION LIBRE;INDEPENDIENTE
18331;12/11/2014;VALLE;URBANA;CASAS DE HABITACION;CONTUNDENTES;31;FEMENINO;CASADO;EMPLEADO PARTICULAR
18159;09/11/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;31;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
7472;09/05/2014;QUINDÍO;URBANA;APARTAMENTO;SIN EMPLEO DE ARMAS;46;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
13075;16/08/2014;TOLIMA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;52;FEMENINO;UNION LIBRE;AMA DE CASA
20273;22/12/2014;HUILA;URBANA;CASAS DE HABITACION;CONTUNDENTES;29;MASCULINO;UNION LIBRE;COMERCIANTE
12127;02/08/2014;ANTIOQUIA;URBANA;APARTAMENTO;SIN EMPLEO DE ARMAS;30;FEMENINO;UNION LIBRE;EMPLEADO PARTICULAR
7580;11/05/2014;CHOCÓ;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;32;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
10726;07/07/2014;QUINDÍO;URBANA;VIAS PUBLICAS;SIN EMPLEO DE ARMAS;53;MASCULINO;DIVORCIADO;INDEPENDIENTE
12661;10/08/2014;RISARALDA;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;54;MASCULINO;SOLTERO;COMERCIANTE
14372;06/09/2014;BOYACÁ;URBANA;APARTAMENTO;CONTUNDENTES;39;MASCULINO;SOLTERO;INDEPENDIENTE
17662;31/10/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;44;MASCULINO;CASADO;EMPLEADO PARTICULAR
9590;16/06/2014;NORTE DE SANTANDER;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;42;FEMENINO;SOLTERO;INDEPENDIENTE
10652;06/07/2014;GUAJIRA;RURAL;FINCAS Y SIMILARES;CONTUNDENTES;55;FEMENINO;CASADO;EMPLEADO PARTICULAR
18734;20/11/2014;VALLE;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;41;MASCULINO;UNION LIBRE;COMERCIANTE
17014;18/10/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;38;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
8553;28/05/2014;BOLÍVAR;RURAL;CASAS DE HABITACION;ARMA DE FUEGO;47;FEMENINO;CASADO;AMA DE CASA
19372;04/12/2014;SANTANDER;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;24;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
20456;26/12/2014;CÓRDOBA;URBANA;VIAS PUBLICAS;CONTUNDENTES;52;FEMENINO;SOLTERO;AMA DE CASA
19448;06/12/2014;CASANARE;URBANA;CASAS DE HABITACION;CONTUNDENTES;43;MASCULINO;UNION LIBRE;INDEPENDIENTE
18784;22/11/2014;BOYACÁ;URBANA;CASAS DE HABITACION;CONTUNDENTES;37;MASCULINO;SOLTERO;COMERCIANTE
6602;24/04/2014;ATLÁNTICO;URBANA;DENTRO DE LA VIVIENDA;ARMA DE FUEGO;68;MASCULINO;CASADO;EMPLEADO PARTICULAR
5650;06/04/2014;BOYACÁ;URBANA;CASAS DE HABITACION;CONTUNDENTES;26;MASCULINO;UNION LIBRE;INDEPENDIENTE
3893;05/03/2014;NORTE DE SANTANDER;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;60;MASCULINO;CASADO;PENSIONADO
10149;28/06/2014;CESAR;URBANA;VIAS PUBLICAS;CONTUNDENTES;35;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
7121;03/05/2014;META;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;40;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
890;15/01/2014;ANTIOQUIA;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;35;MASCULINO;CASADO;INDEPENDIENTE
4027;08/03/2014;CAQUETÁ;URBANA;CASAS DE HABITACION;CORTANTES;21;MASCULINO;SOLTERO;INDEPENDIENTE
11060;13/07/2014;META;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;33;FEMENINO;SOLTERO;AMA DE CASA
14108;02/09/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;18;FEMENINO;SOLTERO;ESTUDIANTE
16479;09/10/2014;ANTIOQUIA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;50;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
8047;19/05/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;23;FEMENINO;UNION LIBRE;EMPLEADO PUBLICO
9421;13/06/2014;ATLÁNTICO;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;34;MASCULINO;SOLTERO;DESEMPLEADO
19516;07/12/2014;MAGDALENA;URBANA;VIAS PUBLICAS;SIN EMPLEO DE ARMAS;28;FEMENINO;UNION LIBRE;INDEPENDIENTE
19333;04/12/2014;BOYACÁ;URBANA;APARTAMENTO;CONTUNDENTES;38;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
2174;05/02/2014;META;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;27;FEMENINO;UNION LIBRE;COMERCIANTE
15452;22/09/2014;CHOCÓ;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;27;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
1119;18/01/2014;QUINDÍO;URBANA;APARTAMENTO;CONTUNDENTES;74;MASCULINO;CASADO;INDEPENDIENTE
6317;18/04/2014;VALLE;URBANA;CASAS DE HABITACION;CONTUNDENTES;50;FEMENINO;CASADO;AMA DE CASA
7929;17/05/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;40;FEMENINO;UNION LIBRE;NO REPORTA
17975;06/11/2014;CUNDINAMARCA;URBANA;APARTAMENTO;SIN EMPLEO DE ARMAS;59;FEMENINO;UNION LIBRE;INDEPENDIENTE
7645;12/05/2014;META;RURAL;FINCAS Y SIMILARES;SIN EMPLEO DE ARMAS;58;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
16167;03/10/2014;TOLIMA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;30;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
14798;12/09/2014;GUAJIRA;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;29;FEMENINO;SOLTERO;COMERCIANTE
19264;02/12/2014;CUNDINAMARCA;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;57;MASCULINO;SEPARADO;INDEPENDIENTE
11907;29/07/2014;BOYACÁ;URBANA;CASAS DE HABITACION;CONTUNDENTES;25;FEMENINO;SOLTERO;INDEPENDIENTE
14331;05/09/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;60;MASCULINO;SOLTERO;INDEPENDIENTE
11757;26/07/2014;CAUCA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;66;FEMENINO;VIUDO;AMA DE CASA
13177;18/08/2014;CUNDINAMARCA;URBANA;APARTAMENTO;SIN EMPLEO DE ARMAS;40;FEMENINO;SOLTERO;DESEMPLEADO
1114;18/01/2014;META;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;49;MASCULINO;SOLTERO;INDEPENDIENTE
2964;17/02/2014;QUINDÍO;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;53;MASCULINO;CASADO;AGRICULTOR
18139;08/11/2014;VALLE;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;45;MASCULINO;SOLTERO;INDEPENDIENTE
16412;07/10/2014;TOLIMA;URBANA;CASAS DE HABITACION;ARMA BLANCA / CORTOPUNZANTE;45;FEMENINO;UNION LIBRE;EMPLEADO PARTICULAR
17540;28/10/2014;TOLIMA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;43;FEMENINO;CASADO;AMA DE CASA
1996;02/02/2014;TOLIMA;RURAL;FINCAS Y SIMILARES;CONTUNDENTES;46;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
14857;13/09/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;41;FEMENINO;CASADO;INDEPENDIENTE
17563;29/10/2014;CAUCA;URBANA;VIAS PUBLICAS;SIN EMPLEO DE ARMAS;49;MASCULINO;CASADO;COMERCIANTE
3399;25/02/2014;ATLÁNTICO;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;26;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
9523;15/06/2014;MAGDALENA;URBANA;CASAS DE HABITACION;CORTANTES;58;FEMENINO;UNION LIBRE;EMPLEADO PARTICULAR
4179;11/03/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;38;MASCULINO;CASADO;INDEPENDIENTE
17213;22/10/2014;ANTIOQUIA;URBANA;CASAS DE HABITACION;CONTUNDENTES;62;MASCULINO;SEPARADO;COMERCIANTE
17175;21/10/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;40;MASCULINO;CASADO;EMPLEADO PARTICULAR
4747;20/03/2014;HUILA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;47;MASCULINO;CASADO;COMERCIANTE
17363;24/10/2014;VALLE;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;29;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
18043;07/11/2014;CUNDINAMARCA;RURAL;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;33;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
17561;29/10/2014;CASANARE;URBANA;PERIMETRO URBANO;SIN EMPLEO DE ARMAS;54;FEMENINO;SOLTERO;INDEPENDIENTE
13419;22/08/2014;NORTE DE SANTANDER;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;53;FEMENINO;CASADO;EMPLEADO PUBLICO
3430;25/02/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;39;FEMENINO;UNION LIBRE;AMA DE CASA
3283;23/02/2014;BOLÍVAR;URBANA;CONJUNTO RESIDENCIAL;CONTUNDENTES;39;MASCULINO;CASADO;EMPLEADO ARMADA/MARINA
13949;31/08/2014;TOLIMA;URBANA;VIAS PUBLICAS;SIN EMPLEO DE ARMAS;44;MASCULINO;CASADO;EMPLEADO PARTICULAR
11886;28/07/2014;NORTE DE SANTANDER;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;29;FEMENINO;CASADO;INDEPENDIENTE
13946;31/08/2014;TOLIMA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;30;FEMENINO;UNION LIBRE;AMA DE CASA
19985;16/12/2014;SANTANDER;URBANA;CASAS DE HABITACION;CONTUNDENTES;42;MASCULINO;CASADO;INDEPENDIENTE
8232;22/05/2014;CUNDINAMARCA;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;62;MASCULINO;DIVORCIADO;EMPLEADO PARTICULAR
1658;27/01/2014;SAN ANDRÉS;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;56;MASCULINO;CASADO;EMPLEADO PARTICULAR
14265;04/09/2014;RISARALDA;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;24;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
6637;24/04/2014;NORTE DE SANTANDER;URBANA;CASAS DE HABITACION;CONTUNDENTES;62;MASCULINO;CASADO;INDEPENDIENTE
12153;02/08/2014;CUNDINAMARCA;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;33;MASCULINO;SOLTERO;INDEPENDIENTE
7728;14/05/2014;ANTIOQUIA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;37;MASCULINO;CASADO;EMPLEADO PARTICULAR
20258;22/12/2014;CESAR;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;30;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
10345;01/07/2014;META;RURAL;FINCAS Y SIMILARES;SIN EMPLEO DE ARMAS;50;MASCULINO;SOLTERO;AGRICULTOR
1246;20/01/2014;QUINDÍO;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;27;FEMENINO;SOLTERO;ESTUDIANTE
7919;17/05/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;26;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
20075;18/12/2014;NORTE DE SANTANDER;URBANA;CASAS DE HABITACION;CONTUNDENTES;66;MASCULINO;SOLTERO;COMERCIANTE
13014;16/08/2014;BOYACÁ;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;41;FEMENINO;CASADO;COMERCIANTE
7448;09/05/2014;CUNDINAMARCA;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;39;MASCULINO;SOLTERO;INDEPENDIENTE
16309;06/10/2014;CHOCÓ;URBANA;CASAS DE HABITACION;CONTUNDENTES;31;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
12994;15/08/2014;RISARALDA;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;60;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
9803;21/06/2014;CAQUETÁ;URBANA;CASAS DE HABITACION;CONTUNDENTES;32;MASCULINO;SOLTERO;INDEPENDIENTE
19582;08/12/2014;SANTANDER;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;34;FEMENINO;CASADO;EMPLEADO PUBLICO
842;14/01/2014;CÓRDOBA;RURAL;VIAS PUBLICAS;SIN EMPLEO DE ARMAS;55;FEMENINO;UNION LIBRE;AMA DE CASA
609;10/01/2014;META;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;23;MASCULINO;SOLTERO;ESTUDIANTE
14350;05/09/2014;QUINDÍO;RURAL;FINCAS Y SIMILARES;CONTUNDENTES;45;MASCULINO;SOLTERO;INDEPENDIENTE
4928;23/03/2014;VALLE;RURAL;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;54;MASCULINO;CASADO;EMPLEADO PARTICULAR
14383;06/09/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;43;FEMENINO;SOLTERO;INDEPENDIENTE
5313;31/03/2014;NARIÑO;URBANA;CASAS DE HABITACION;CONTUNDENTES;30;MASCULINO;UNION LIBRE;COMERCIANTE
11007;12/07/2014;MAGDALENA;URBANA;CASAS DE HABITACION;CONTUNDENTES;26;FEMENINO;UNION LIBRE;INDEPENDIENTE
19137;29/11/2014;TOLIMA;URBANA;CASAS DE HABITACION;CONTUNDENTES;57;FEMENINO;UNION LIBRE;EMPLEADO PARTICULAR
20037;17/12/2014;SANTANDER;RURAL;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;54;FEMENINO;CASADO;AMA DE CASA
19367;04/12/2014;NORTE DE SANTANDER;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;43;FEMENINO;VIUDO;INDEPENDIENTE
13882;30/08/2014;META;URBANA;DENTRO DE LA VIVIENDA;ARMA DE FUEGO;14;FEMENINO;SOLTERO;ESTUDIANTE
16832;15/10/2014;ANTIOQUIA;URBANA;CASAS DE HABITACION;CONTUNDENTES;60;FEMENINO;CASADO;AMA DE CASA
17864;04/11/2014;NORTE DE SANTANDER;URBANA;BODEGAS Y SIMILARES;SIN EMPLEO DE ARMAS;30;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
5785;08/04/2014;TOLIMA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;65;MASCULINO;CASADO;COMERCIANTE
17130;20/10/2014;CUNDINAMARCA;URBANA;APARTAMENTO;ARMA DE FUEGO;28;MASCULINO;CASADO;INDEPENDIENTE
3858;05/03/2014;CHOCÓ;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;28;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
9999;24/06/2014;NORTE DE SANTANDER;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;29;MASCULINO;CASADO;EMPLEADO PARTICULAR
4228;12/03/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;47;FEMENINO;SEPARADO;AMA DE CASA
18413;14/11/2014;HUILA;URBANA;CASAS DE HABITACION;CONTUNDENTES;49;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
12720;11/08/2014;SUCRE;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;28;MASCULINO;CASADO;EMPLEADO PARTICULAR
5395;01/04/2014;VALLE;URBANA;CASAS DE HABITACION;CONTUNDENTES;34;MASCULINO;CASADO;INDEPENDIENTE
2712;13/02/2014;CUNDINAMARCA;URBANA;APARTAMENTO EN CONJUNTO CERRADO;CONTUNDENTES;55;FEMENINO;VIUDO;INDEPENDIENTE
9572;16/06/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;32;FEMENINO;SOLTERO;INDEPENDIENTE
14660;10/09/2014;META;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;40;MASCULINO;UNION LIBRE;INDEPENDIENTE
18603;18/11/2014;CUNDINAMARCA;URBANA;APARTAMENTO EN CONJUNTO CERRADO;SIN EMPLEO DE ARMAS;79;FEMENINO;VIUDO;PENSIONADO
12830;13/08/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;26;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
20509;27/12/2014;CUNDINAMARCA;URBANA;APARTAMENTO;SIN EMPLEO DE ARMAS;35;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
18007;06/11/2014;RISARALDA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;33;FEMENINO;UNION LIBRE;INDEPENDIENTE
484;08/01/2014;TOLIMA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;29;FEMENINO;CASADO;EMPLEADO PARTICULAR
5710;07/04/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;38;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
1488;24/01/2014;SANTANDER;RURAL;FINCAS Y SIMILARES;CONTUNDENTES;20;FEMENINO;SOLTERO;ESTUDIANTE
16605;11/10/2014;ANTIOQUIA;URBANA;APARTAMENTO;CONTUNDENTES;28;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
12484;08/08/2014;CHOCÓ;URBANA;VIAS PUBLICAS;SIN EMPLEO DE ARMAS;66;FEMENINO;SOLTERO;EMPLEADO PUBLICO
